"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","30/3495","57/8361",0.526315789473684,1.2590919358482,1.66336795301279,0.0639870293933283,0.395147970990378,0.360407090765746,"8813/6185/10195/79053/29880/11320/4121/56052/3703/8818/22845/58505/79644/57171/146664/201595/8704/79087/4249/2530/4247/746/23193/4245/4124/11282/84920/6184/1798/200185",30
"Metabolism","Energy metabolism","hsa00920","Sulfur metabolism","7/3495","10/8361",0.7,1.67459227467811,1.80889266631619,0.0692739113183884,0.410686755809136,0.374579726440749,"23474/58472/7263/8991/9060/54928/4357",7
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","40/3495","79/8361",0.506329113924051,1.21127831803118,1.59897450759175,0.0695618177136824,0.410686755809136,0.374579726440749,"2949/2946/4830/8833/3614/3251/9/654364/2950/6241/1806/4259/4831/1576/8824/7372/54575/54576/54657/54600/54577/6240/54658/2948/54578/9446/79799/2944/10/7498/3615/4833/1890/978/7378/54963/1066/2938/7083/3704",40
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","18/3495","32/8361",0.5625,1.34565450643777,1.66020400771776,0.0702585407308104,0.410686755809136,0.374579726440749,"7360/5236/57016/130589/92579/441282/2717/2584/55276/6476/231/5213/8704/3099/2548/57818/2538/5211",18
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","44/3495","88/8361",0.5,1.19613733905579,1.56751165778401,0.0729652546082044,0.410686755809136,0.374579726440749,"4312/3589/3576/4314/6387/90423/3553/6352/7042/9296/3569/3683/2321/6372/1435/7422/9550/9114/2920/51382/3383/3112/528/1513/245973/6374/51561/51606/245972/3606/2921/54/50617/3600/2353/3552/8792/6349/2919/3115/8741/3111/3117/3113",44
"Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","8/3495","12/8361",0.666666666666667,1.59484978540773,1.74751687492509,0.073837493710094,0.410686755809136,0.374579726440749,"4684/432/30835/6504/4179/1134/81607/2213",8
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","75/3495","157/8361",0.477707006369427,1.14280637489407,1.53082403260431,0.0741717137464669,0.410686755809136,0.374579726440749,"9076/1001/137075/4359/64115/57863/4684/8516/1462/6401/5817/23705/4756/9075/3683/7122/80381/5792/3695/257194/925/84189/6900/3685/1272/8174/5010/58494/9073/57502/6614/94030/22865/933/3383/9378/3112/3696/10686/139065/152404/6693/25945/926/5802/54413/5819/3385/959/10666/6385/923/1366/9074/23114/9069/3107/3655/3897/3115/120425/23562/3133/214/914/3105/920/5788/149461/3111/3117/3135/3113/2734/3134",75
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagosome formation","48/3495","97/8361",0.494845360824742,1.18380602628202,1.54308956872779,0.0756250809736051,0.410686755809136,0.374579726440749,"85477/2214/2209/5336/5595/8611/8613/57180/5579/2934/382/2215/4082/3984/8877/81873/55616/5337/27040/5293/1398/8853/7409/50807/10095/5880/1785/5580/8398/653361/2213/5894/8395/65108/4067/5335/998/7454/5581/9846/123745/3985/8503/5296/5788/1793/255189/5879",48
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","25/3495","47/8361",0.531914893617021,1.27248653091042,1.5875581256518,0.0758370429761189,0.410686755809136,0.374579726440749,"32/197257/125/38/2739/31/224/124/5105/126/4200/55902/3939/130/92483/5315/3029/4199/5106/219/3945/4190/2271/223/217",25
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","131/3495","285/8361",0.459649122807018,1.09960695730743,1.44995533828108,0.0828053102816192,0.441628321501969,0.402800951130684,"3624/51330/3570/3977/3589/23495/3576/3603/7850/768211/5008/651/654/650/1271/6387/608/3553/6352/7042/939/3569/94/6373/8743/8764/9518/3588/3556/3627/6358/6372/1435/7292/653/3590/8794/8771/9966/729230/6368/85480/130399/2920/151449/284340/656/355/2690/58191/3604/3557/1440/3587/1237/10563/115650/3566/3558/6374/51561/5617/3976/84957/8795/6359/56477/8807/7046/4982/5473/285613/3606/53342/2921/8784/3625/2826/959/9547/7132/8742/8797/3595/6355/6375/943/2829/3600/6369/84818/3552/8792/8744/23529/90/1232/6349/10220/23765/2657/3579/2919/3601/51554/9180/3572/6363/9560/1439/8741/3577/6846/149233/920/3953/8808/1441/92/3560/2057/8740/2688/2660/356/55504/10663/29949/53832/3581/90865",131
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","100/3495","216/8361",0.462962962962963,1.10753457319981,1.35696961604313,0.0993715297268115,0.478268617612286,0.43621988149446,"2788/115/2767/111/3570/3576/595/10672/1871/1019/1869/2185/5734/6387/2792/3553/6352/5595/51764/84699/3569/6009/7188/3588/6655/5579/7422/801/5732/4609/3685/1026/567/1978/5567/112/54331/55970/355/109/5747/3587/5293/1398/115004/55080/1499/5925/811/5156/2002/8737/91860/2775/9826/637/5605/5880/7132/2776/1956/23236/7186/5894/11214/3845/805/5608/9564/1870/808/1232/6349/5330/3107/3579/2790/578/2885/8503/842/3133/9560/5296/4792/3105/1029/113/3716/3135/5829/5332/356/5879/3134/5535/2770/2786/2793/2932",100
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","89/3495","191/8361",0.465968586387435,1.11472485001011,1.35926404882612,0.0997429405036353,0.478268617612286,0.43621988149446,"2788/115/111/3576/2185/7074/6387/2792/5336/6352/5595/408/51764/6373/6655/3627/5579/6358/6372/729230/6368/2920/5567/10235/112/54331/55970/5294/109/58191/5747/5293/1398/1237/10563/6374/7409/1794/6359/572/56477/5473/5880/2921/2826/9547/2776/5580/23236/653361/6355/6375/5906/2829/5894/3845/6369/9564/1232/3702/6349/5330/4067/23533/5335/3579/2790/998/7454/2919/2885/6363/8503/9560/3577/6846/5296/4792/5590/113/5829/5332/5879/10663/2770/2786/6772/2793/2932",89
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","30/3495","59/8361",0.508474576271186,1.21641085327708,1.4136905508119,0.100622673178004,0.478268617612286,0.43621988149446,"595/5595/6655/4609/1026/51176/324/1496/6934/5293/1499/5728/29119/6932/572/2002/5605/1956/5894/3845/1647/578/2885/8503/842/369/5296/2064/83439/2932",30
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","24/3495","46/8361",0.521739130434783,1.24814331031909,1.43018110857575,0.100835754043778,0.478268617612286,0.43621988149446,"23198/51371/5683/10213/5688/5701/5682/11047/5719/7979/5684/5718/10197/5693/143471/5713/5695/5689/5690/5707/5691/5692/5710/5686",24
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","44/3495","90/8361",0.488888888888889,1.169556509299,1.37055790173929,0.103735723494073,0.478268617612286,0.43621988149446,"115/111/1469/5593/6844/477/6548/5579/801/153/1472/482/154/5567/112/6522/109/6263/1470/362/490/483/683/91860/2977/54831/2776/4586/23236/3778/148/952/805/808/280/5330/478/1473/155/55503/113/5332/480/2983",44
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","109/3495","237/8361",0.459915611814346,1.10024447221166,1.32675375582772,0.1041433843467,0.478268617612286,0.43621988149446,"2788/4233/51196/3815/9462/2549/8817/7074/2792/3363/5336/285/5595/27/51764/54979/80310/4303/2321/5228/6655/5579/1435/2263/7422/382/2904/801/7535/5567/2277/10235/54331/55970/4254/2322/51365/5159/2902/23179/5337/27040/598/5293/3791/2323/5602/1946/26279/572/5156/2002/91860/5869/7039/5781/5605/5880/1944/2903/2254/5155/64926/5062/8399/1956/8398/83593/9610/5924/5906/11145/5894/3845/805/8831/125467750/808/2114/253959/5335/2790/998/4915/8036/9846/123745/2885/10928/283455/8503/3082/5296/3643/2261/57148/255189/5898/6789/356/5879/4909/2786/11186/2793/115727/3479/5899/10125",109
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","23/3495","44/8361",0.522727272727273,1.25050721810378,1.41189990202297,0.104663501899964,0.478268617612286,0.43621988149446,"2235/3162/210/54575/54576/54657/54600/54577/54658/54578/79799/124454/1356/2058/645/211/9843/2395/3145/7390/1352/1371/7389",23
"Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","15/3495","27/8361",0.555555555555556,1.32904148783977,1.45126416190644,0.10525512999061,0.478268617612286,0.43621988149446,"35/54988/38/3033/3030/3155/3158/2571/116285/1892/1962/54511/341392/622/64064",15
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","48/3495","99/8361",0.484848484848485,1.1598907530238,1.35624773631842,0.105398670011786,0.478268617612286,0.43621988149446,"162514/115/111/5734/7442/5336/3553/817/3556/5579/801/5732/41/624/5567/112/623/109/815/5500/5293/239/5602/816/5029/59341/91860/3827/2776/5580/23236/8398/805/5608/808/5330/5335/51802/5581/123745/8503/5296/2150/113/255189/5332/5583/3479",48
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","48/3495","99/8361",0.484848484848485,1.1598907530238,1.35624773631842,0.105398670011786,0.478268617612286,0.43621988149446,"6584/6583/5595/6581/8611/6009/80310/8613/6655/5579/1120/1606/1978/5159/5337/5293/5602/8525/5156/1609/57153/160851/10434/5605/5880/1119/5155/1956/5894/56261/3845/2353/8395/56994/3091/23446/5335/7454/123745/60482/2885/8503/6582/5296/255189/80736/5879/8527",48
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","98/3495","212/8361",0.462264150943396,1.10586282290064,1.32312208505364,0.105484937638469,0.478268617612286,0.43621988149446,"2949/253152/2946/50507/4233/1836/2053/498/6389/5595/27/6392/3162/6655/4259/7422/2052/7384/506/6390/2948/7386/4705/5747/5337/374291/5293/4723/9446/1646/5602/29796/4720/9377/2944/4700/5728/1645/1337/4707/1728/4697/4714/6416/572/518/7385/4698/1329/4694/4719/1350/5781/5605/1327/1351/115019/4729/5580/1956/539/4717/653361/56901/5894/522/4695/3845/2353/125965/4724/4716/3091/515/52/10476/4713/9020/2885/292/8503/3082/847/369/513/5296/4792/1347/516/2938/8644/514/79852/65010/1349/291/5879/405",98
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","208/3495","466/8361",0.446351931330472,1.06779642284809,1.27633402614282,0.109909605159359,0.478268617612286,0.43621988149446,"50507/596/2906/498/840/65018/27123/10382/7472/5630/79861/116442/3798/6389/5683/7318/2878/3553/5595/824/10213/127602/3800/6392/3569/6804/5688/817/6712/493869/7474/10133/4741/6261/8323/5579/1435/7482/5701/2904/801/1459/5682/11047/7384/10131/10381/3799/2893/4747/506/6390/53349/1770/1454/203068/147700/355/5719/324/7386/489/4705/2902/2521/815/3309/8321/10280/374291/598/4723/6263/27121/1965/7979/1499/102800317/89953/776/5684/140775/146754/5602/9927/29796/5718/4720/9377/5663/4700/7480/1337/4707/2892/816/5693/4697/143471/5713/51465/84790/4714/572/518/7477/7385/4698/7473/1329/4694/91860/1020/10023/4719/4137/1350/637/5605/9001/9217/1327/7415/774/5695/25981/1351/2903/57679/7132/5689/4729/2776/64837/11273/5289/539/4717/23236/5690/84134/7314/7345/7316/5707/56901/7186/5894/522/4695/3845/3092/805/5608/3552/10376/125965/6233/4724/3028/808/5691/4716/9973/515/5692/5330/7311/8632/5335/1767/578/80208/10476/4713/5710/7855/10452/292/80326/778/842/1133/847/1460/369/8878/513/1139/1347/516/775/5686/120892/514/2891/7484/1128/5332/1349/291/356/5879/5535/2876/2932/9896/25978",208
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","55/3495","115/8361",0.478260869565217,1.1441313677925,1.31894425176242,0.110889303364297,0.478268617612286,0.43621988149446,"2788/115/2767/111/596/814/2792/5595/51764/84699/817/5579/43/773/5567/112/54331/55970/5294/109/815/5293/1132/776/3768/1141/816/1103/2775/56479/774/3759/2776/23236/3845/2353/5330/3770/23533/2790/60482/778/8503/1133/6572/5296/1139/775/113/1128/5332/2770/2786/2534/2793",55
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","13/3495","23/8361",0.565217391304348,1.35215525284568,1.43320336744459,0.111569060281114,0.478268617612286,0.43621988149446,"760/762/8671/477/5105/482/27165/483/5106/6550/4190/478/480",13
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","42/3495","86/8361",0.488372093023256,1.16832019163589,1.3296646343237,0.111680320747919,0.478268617612286,0.43621988149446,"115/2767/111/6844/477/3651/84699/6804/817/5579/2641/482/5567/112/109/815/54795/776/816/483/117/139760/2776/10242/23236/6833/3778/886/6616/5330/478/2864/11069/27445/778/6513/775/5864/113/5332/480/3782",42
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","21/3495","40/8361",0.525,1.25594420600858,1.3750807858984,0.112818249888421,0.478268617612286,0.43621988149446,"57030/2906/246213/2904/2562/2565/773/2893/116443/2563/2564/2902/1141/2892/774/2903/2566/2570/1139/2891/2568",21
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","27/3495","53/8361",0.509433962264151,1.21870596809458,1.35360204447039,0.112866343572066,0.478268617612286,0.43621988149446,"7263/23382/29968/191/1786/587/4507/6723/58478/6898/3939/1036/2805/6611/92483/51074/1491/3945/4190/259307/4357/1789/4548/113675/102724560/26227/875",27
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","146/3495","323/8361",0.452012383900929,1.08133778019905,1.26345637928608,0.114132283748386,0.478268617612286,0.43621988149446,"1311/1282/595/10319/1017/1019/1869/5734/5523/3381/8516/5933/284217/1277/7472/545/90423/7148/3673/5595/387332/6696/7058/7098/84699/9296/1101/9368/1278/6009/7474/1293/8323/6655/1284/7482/3695/7422/9550/3066/9114/22801/3685/1026/3371/9223/9134/1285/388585/1978/5567/51382/4854/64398/890/355/5159/324/1288/8321/5747/6934/898/7283/5293/55534/5521/1499/3696/528/5925/245973/5663/5728/4242/4855/23462/26508/1108/7480/5315/6932/51606/572/5516/7477/7473/245972/5605/50855/4853/3678/4851/7132/10134/1956/5525/3955/3912/1280/5610/1740/5894/1287/3675/3845/50617/5649/3908/7143/3672/3107/3655/3915/998/2308/578/1286/7855/2885/5529/80326/8503/3133/2335/148022/5296/3105/5590/4600/55502/3716/7484/3135/5829/3909/1297/3910/356/3134/83439/6772/2932/5934/9519/3993",146
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","20/3495","38/8361",0.526315789473684,1.2590919358482,1.35658316545697,0.117161393368686,0.480386847689655,0.438151879621246,"477/4306/5595/6338/5579/6446/482/3291/5293/23327/483/6340/3845/478/6337/8503/5296/3643/480/3479",20
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","69/3495","147/8361",0.469387755102041,1.12290444074626,1.27405908646353,0.117367241196904,0.480386847689655,0.438151879621246,"9076/137075/595/1017/1871/1019/1869/6256/5595/6041/7098/9075/7122/6655/3627/8554/4609/10062/1026/3646/5010/9073/355/7532/5293/5521/1965/1499/5925/10197/10686/572/5516/8737/3949/637/5605/7132/8837/1956/5610/7186/5894/3845/1366/9074/1870/4938/9069/4940/5465/578/975/2885/23562/8503/842/148022/369/5296/4792/149461/4600/3716/7534/356/6772/2932/23586",69
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","40/3495","82/8361",0.48780487804878,1.16696325761541,1.28759585814606,0.120317906346477,0.486803483148965,0.444004373087424,"55670/8800/2053/5827/51/30/1891/3155/6342/196743/5264/5825/1610/1384/23305/10455/2182/5052/5826/10901/7498/8504/55825/54677/225/4358/1962/83594/5830/54511/8528/283927/84769/847/5192/84188/5824/2180/390916/8310",40
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","58/3495","123/8361",0.471544715447154,1.12806448236156,1.21258177569599,0.131450902476321,0.525803609905285,0.479575660948301,"5464/498/90423/6389/6392/9296/9550/9114/7384/506/6390/51382/7386/4705/374291/4723/528/29796/4720/245973/9377/4700/1337/4707/4697/4714/51606/518/7385/4698/1329/4694/4719/245972/1350/1327/1351/4729/539/4717/56901/522/4695/50617/125965/4724/4716/515/10476/4713/521/513/1352/1347/516/514/1349/10632",58
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","90/3495","196/8361",0.459183673469388,1.09849347464308,1.18249163260481,0.133813352042264,0.529239324931202,0.482709312512011,"2788/115/2767/57030/111/5023/2906/5025/2792/5028/3363/9934/2899/5368/51764/285242/6505/246213/22953/5579/2904/2562/2565/153/43/2897/2893/154/5567/116443/112/2563/54331/55970/6866/140/2564/6536/109/2902/150/2900/1132/9127/6530/170572/1141/2892/1103/5029/63910/2774/135/3352/11054/2775/2550/5030/2901/2903/2776/3360/4987/23236/151/148/2566/2570/64805/5330/2790/60482/1133/5026/6572/2743/1139/3359/2918/113/3362/4986/2891/53829/1128/5332/2568/2770/2786/2793",90
"Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","49/3495","103/8361",0.475728155339806,1.13807241968415,1.19489236289969,0.137060246057935,0.536057851248813,0.488928363130646,"51602/84128/10799/1736/23160/84916/26354/6949/23560/55226/10885/10813/51068/29107/5901/65083/55131/10940/25996/83732/10171/84135/29889/51096/28987/10199/1459/22803/10528/55127/55651/7514/9790/55341/55813/134430/54433/2091/54552/109910381/3692/10248/92856/54464/10607/1460/6023/27341/124906377",49
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","44/3495","92/8361",0.478260869565217,1.1441313677925,1.17805780846427,0.142038354217141,0.547779117067689,0.499619110961858,"115/2767/111/2185/4323/5595/817/6655/5579/5598/801/5567/112/2796/109/815/5337/776/5602/816/6416/2002/91860/5605/2776/5580/1956/23236/5894/3845/805/5608/808/5330/4313/998/123745/2885/778/775/113/255189/5332/10746",44
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","21/3495","41/8361",0.51219512195122,1.22531142049618,1.22561522509486,0.143169541960873,0.547779117067689,0.499619110961858,"3553/3329/355/3112/3558/3002/3382/2571/3552/3107/3115/3133/5798/3105/5551/3111/3117/3135/3113/356/3134",21
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","29/3495","59/8361",0.491525423728814,1.17586382483451,1.14881958845138,0.154737022505621,0.576044764464904,0.525399680507762,"4830/790/1503/957/654364/1635/6241/1806/284958/4831/956/7372/6240/1841/377841/5167/115024/93034/4833/56474/1890/978/7378/124583/30833/9583/54963/1723/7083",29
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","19/3495","37/8361",0.513513513513513,1.22846537524649,1.18030947434664,0.155466626773198,0.576044764464904,0.525399680507762,"7358/7360/5236/4351/140838/2584/23483/5372/7264/55276/64841/10020/2821/3099/6675/5238/54187/5373/55577",19
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","19/3495","37/8361",0.513513513513513,1.22846537524649,1.18030947434664,0.155466626773198,0.576044764464904,0.525399680507762,"595/6256/5595/4609/1026/51176/6934/8031/1499/6932/6258/5605/3845/7175/1647/5468/578/5979/83439",19
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","18/3495","35/8361",0.514285714285714,1.23031269160025,1.15710925219018,0.162125215921711,0.590946643841734,0.538991406614021,"125/4128/124/126/4282/4129/6898/1312/2805/130/2954/259307/222/3081/218/1621/7173/81889",18
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","44/3495","93/8361",0.473118279569892,1.13182887996677,1.08340909988892,0.164031722000157,0.590946643841734,0.538991406614021,"4312/3576/4314/1051/225689/3326/3553/4322/5595/3569/7188/8061/3627/6372/5598/10758/4318/2920/1673/1994/6279/6280/1440/5602/5597/6374/6278/2354/3320/53342/2921/6426/4586/7186/2353/84818/23765/2919/7184/4792/3727/23118/5596/2932",44
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","36/3495","75/8361",0.48,1.14829184549356,1.09324151087333,0.164524917887755,0.590946643841734,0.538991406614021,"5723/50/5831/65263/84706/3419/6120/29968/7086/587/440/6472/2875/6888/5631/2805/5634/5315/1491/5230/22934/29920/162417/5213/5009/2023/2597/729020/4548/113675/5053/102724560/6470/26227/5211/875",36
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome biogenesis","112/3495","249/8361",0.449799196787149,1.07604322870883,1.03237368813048,0.166665109711464,0.592587056751873,0.540487596618783,"6556/206358/54106/10239/23335/2517/6609/79641/90423/23461/8692/54785/7098/2030/1521/9296/53/55745/114881/410/23312/26031/2717/2647/9550/5476/9114/9675/5641/8372/51382/9516/1509/4891/53373/1657/1511/9342/57192/79158/10947/55353/84286/1512/528/1513/245973/91056/51606/389541/55737/255231/245972/1520/8763/127829/4668/162/114876/58528/9894/8673/51284/950/3423/84572/9842/8722/64121/130340/54/6272/135112/50617/51172/2629/79036/1510/26175/1212/27074/7942/8649/1515/80208/8120/118426/1174/2548/1201/9583/26088/23339/1522/114880/4125/427/121260/11154/388552/1186/9179/119032/1497/63915/9896/1519/3916/1486/10577/26503/9907",112
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","68/3495","148/8361",0.459459459459459,1.0991532304837,1.03140086463732,0.171611650421929,0.593666756951821,0.541472371023641,"115/111/3576/3815/1902/10672/2549/2185/5336/2149/5595/8611/6009/80310/8613/6655/2206/382/9267/1606/112/4254/8877/5294/5159/109/5337/5293/8525/183/5156/1609/553/160851/5781/5605/5155/1785/1956/23236/27128/5894/3845/8395/2205/5330/57121/23533/5335/3579/9846/11069/123745/2885/8503/3577/5296/3643/2918/23566/113/255189/185/5898/5332/2534/5899/8527",68
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","61/3495","132/8361",0.462121212121212,1.10552087397581,1.0356010700343,0.171772782853785,0.593666756951821,0.541472371023641,"50507/32/3576/595/34/125/51/6319/3553/1374/10891/2194/37/3569/31/2168/224/124/126/2920/51176/355/51422/6934/1499/5602/717/130/929/6932/6416/3654/8737/9370/5563/219/2921/7132/84818/5608/9663/23765/712/5465/223/2308/2919/9020/148022/4792/10645/1375/126129/23118/23175/217/356/83439/8310/714/2932",61
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","10/3495","18/8361",0.555555555555556,1.32904148783977,1.1843129209525,0.172028435253085,0.593666756951821,0.541472371023641,"6948/6947/55788/5052/5826/25974/4594/3054/2694/4548",10
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","16/3495","31/8361",0.516129032258065,1.23472241450921,1.10956714020263,0.176611958150888,0.603567080282645,0.55050227119081,"5236/6120/7086/64080/6888/5631/5634/55276/22934/23729/5213/51071/2821/729020/2539/5211",16
"Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","9/3495","16/8361",0.5625,1.34565450643777,1.17281556377186,0.178613298269137,0.604537317218617,0.55138720619521,"4128/4282/4129/6898/2805/259307/222/5053/218",9
"Genetic Information Processing","Translation","hsa03010","Ribosome","79/3495","174/8361",0.454022988505747,1.08614769868285,0.973187642792547,0.185039195295549,0.616163311771571,0.561991058882563,"63875/54534/6173/6170/11222/6227/51649/51373/200916/6201/64983/11224/51318/7818/6144/6136/6129/6187/55173/51263/6165/25873/6155/6157/57129/6130/64979/64975/6156/6223/9801/65005/64963/84545/122704/100529239/6204/6160/6209/6167/109910381/6222/100529097/6224/6132/6233/51073/51258/6169/7311/6183/9045/6206/64981/92259/6210/28998/140801/6161/51121/6191/6137/6168/84311/6181/28977/51187/6152/29088/6188/6192/6158/6207/29074/10240/6166/6159/9349/60488",79
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","48/3495","103/8361",0.466019417475728,1.1148464519355,0.993892543042046,0.18554917911303,0.616163311771571,0.561991058882563,"596/3576/5328/6387/5336/3553/7188/5579/7535/1459/2920/7329/597/27040/598/1540/3383/695/115650/929/3654/8737/2921/959/128178/7132/8837/7186/79092/8792/10848/8915/1647/4067/5335/329/2919/9020/29760/6363/9560/148022/1460/4792/3932/8740/23118/23586",48
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","40/3495","85/8361",0.470588235294118,1.12577631911134,0.987731215554922,0.1898413228424,0.623594751638462,0.568769136512353,"4830/1503/8833/270/3614/3251/957/654364/1635/271/6241/284958/4831/956/131870/6240/1841/4860/377841/51816/5167/132/115024/7498/93034/3615/4833/56474/353/1890/978/7378/124583/30833/9583/54963/272/50808/7083/3704",40
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","36/3495","76/8361",0.473684210526316,1.13318274226338,0.988437398724287,0.191330207889074,0.623594751638462,0.568769136512353,"115/111/760/477/6548/817/5579/6750/3772/801/482/5567/112/6522/109/815/6752/54207/9992/816/483/91860/3759/2776/23236/805/808/5330/478/4638/3766/3776/113/5332/480/2770",36
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","50/3495","108/8361",0.462962962962963,1.10753457319981,0.953223515034138,0.195899367119327,0.632629148862414,0.577009241635874,"32/948/133522/57761/1374/10891/84699/3569/28965/5579/92579/5792/10062/5105/4846/7376/51422/5500/5293/5602/183/22877/5728/9882/51085/6195/5781/5106/5563/6945/7132/5580/5524/5837/27330/5465/2308/5581/8503/6513/5296/4792/57818/3643/2538/1375/5509/5590/90673/2932",50
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","60/3495","131/8361",0.458015267175573,1.09569832585264,0.935579607285502,0.198336062444329,0.632730678320694,0.577101844760203,"1030/595/9456/1017/7042/5595/3569/4303/8743/6655/92579/1026/5105/6446/10018/10110/80854/1454/51422/3276/9455/891/5293/6502/102800317/5602/5728/5347/11337/7046/5106/5605/5563/4089/901/1956/10733/26260/5894/3845/1647/4088/23710/2308/8698/2885/8503/847/369/5296/57818/3643/2538/9133/6789/356/11067/5934/10365/3479",60
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","13/3495","25/8361",0.52,1.24398283261803,1.03535931927719,0.201859021251539,0.632730678320694,0.577101844760203,"9963/10560/6948/8884/6573/686/2346/55788/4363/81693/5826/25974/2694",13
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","18/3495","36/8361",0.5,1.19613733905579,0.999447727398472,0.202557567972306,0.632730678320694,0.577101844760203,"7360/5236/57733/92579/178/55276/5167/283209/11181/6476/2992/5837/280/2821/3099/2548/57818/2538",18
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","165/3495","375/8361",0.44,1.0526008583691,0.883251713551384,0.203120927983632,0.632730678320694,0.577101844760203,"50507/57181/2906/498/840/27123/10382/7472/79861/3798/6389/5683/3553/5595/824/10213/3800/6392/3569/5688/7474/8323/6868/1435/7482/5701/2904/801/1459/25800/5682/11047/7384/10381/3799/506/6390/221074/1454/203068/4891/147700/355/25825/5719/324/7386/489/4705/2902/8321/374291/5293/4723/6263/27121/1965/7979/1499/102800317/89953/776/5684/5602/29796/5718/4720/9377/5663/4700/7480/1337/4707/5693/4697/27173/143471/5713/84790/4714/572/518/7477/7385/4698/7473/1329/4694/91860/1020/91252/10023/4719/4137/1350/637/5605/1327/5695/1351/2903/7132/5689/4729/2776/8883/64837/5289/539/4717/23236/5690/5707/5610/56901/7186/5894/522/4695/3845/805/3552/10376/125965/4724/3028/808/5691/4716/515/5692/5330/23621/10476/4713/5710/7855/2597/292/80326/4311/778/8503/842/1133/1460/369/513/5296/1139/1347/3643/3416/516/775/5686/514/7484/1128/5332/1349/291/5535/322/2932",165
